1,enter_store,1,2018-02-01 17:01:35.079783+07,1
2,enter_store,1,2018-02-01 17:02:18.879276+07,1
3,enter_store,1,2018-02-01 17:27:36.844747+07,1
4,enter_store,1,2018-02-01 17:28:10.012911+07,1
5,enter_store,1,2018-02-01 22:22:45.324089+07,1
6,enter_store,1,2018-02-01 22:39:26.98459+07,1
7,enter_store,โรงอาหารโต้รุ่ง,2018-02-01 23:00:26.487748+07,1
8,enter_store,โรงอาหารโต้รุ่ง,2018-02-01 23:06:38.394814+07,1
9,enter_store,โรงอาหารโต้รุ่ง,2018-02-01 23:08:29.795399+07,1
10,enter_store,โรงอาหารโต้รุ่ง,2018-02-01 23:08:43.565312+07,1
11,search_cate,อาหารไทย,2018-02-02 10:01:41.162983+07,1
12,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:01:54.849571+07,1
13,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:02:30.020885+07,1
14,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:03:32.559958+07,1
15,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:04:20.938878+07,1
16,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:04:32.556738+07,1
17,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:38:49.199938+07,1
18,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:39:07.291807+07,1
19,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:39:32.683772+07,1
20,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:41:33.15958+07,1
21,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:42:06.819928+07,1
22,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:42:29.417243+07,1
23,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:42:52.958212+07,1
24,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:43:13.512387+07,1
25,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:43:29.728223+07,1
26,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:44:36.178004+07,1
27,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:45:32.257793+07,1
28,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:46:01.513872+07,1
29,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:46:18.524664+07,1
30,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:46:31.38466+07,1
31,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:47:15.067041+07,1
32,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:47:19.795301+07,1
33,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:47:42.845741+07,1
34,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:48:06.978572+07,1
35,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:49:03.408946+07,1
36,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 10:49:20.359891+07,1
37,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:01:27.424648+07,1
38,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:01:50.964462+07,1
39,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:02:07.536701+07,1
40,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:04:19.754945+07,1
41,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:04:25.962206+07,1
42,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:04:45.175462+07,1
43,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:04:50.653673+07,1
44,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:05:50.948382+07,1
45,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:07:19.128227+07,1
46,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:08:45.725359+07,1
47,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:09:03.884552+07,1
48,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:14:26.820876+07,1
49,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:14:40.860343+07,1
50,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:15:06.06695+07,1
51,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:15:18.429457+07,1
52,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:15:40.709109+07,1
53,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:15:48.654524+07,1
54,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 11:15:59.145006+07,1
55,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:21:56.304686+07,1
56,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:22:28.817039+07,1
57,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:22:50.693989+07,1
58,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:23:15.554068+07,1
59,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:23:23.541559+07,1
60,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:23:43.463092+07,1
61,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:23:47.495713+07,1
62,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:42:00.553789+07,1
63,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:42:21.087651+07,1
64,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:42:47.96782+07,1
65,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:44:04.915123+07,1
66,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:46:10.242034+07,1
67,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:46:29.519757+07,1
68,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:52:20.5203+07,1
69,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:58:32.456134+07,1
70,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:58:51.507798+07,1
71,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:59:11.755092+07,1
72,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:59:25.369512+07,1
73,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 12:59:42.02178+07,1
74,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:01:33.280514+07,1
75,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:02:45.159763+07,1
76,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:02:50.503245+07,1
77,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:03:52.75636+07,1
78,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:04:05.620727+07,1
79,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:04:13.439547+07,1
80,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:05:26.261608+07,1
81,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:05:44.350203+07,1
82,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:05:55.030158+07,1
83,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:06:36.223608+07,1
84,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:06:48.247166+07,1
85,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:19:27.676464+07,1
86,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:20:18.865675+07,1
87,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:20:21.440093+07,1
88,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:21:14.549046+07,1
89,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:21:16.73691+07,1
90,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:21:23.992874+07,1
91,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:22:05.404148+07,1
92,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:22:28.762538+07,1
93,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:25:40.993345+07,1
94,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:25:53.276359+07,1
95,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:26:05.13881+07,1
96,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:27:09.643734+07,1
97,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:27:28.749379+07,1
98,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:31:58.205944+07,1
99,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:32:53.596859+07,1
100,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:33:47.307804+07,1
101,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:34:06.666087+07,1
102,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:37:42.872233+07,1
103,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:39:03.58698+07,1
104,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:39:21.886834+07,1
105,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:39:42.520298+07,1
106,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:41:08.33152+07,1
107,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:41:26.023377+07,1
108,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:41:53.998919+07,1
109,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:42:28.447471+07,1
110,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:43:03.288275+07,1
111,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:43:36.424074+07,1
112,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:43:45.67339+07,1
113,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:43:58.397228+07,1
114,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:44:40.804702+07,1
115,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:45:11.521799+07,1
116,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:45:13.731917+07,1
117,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:45:25.012634+07,1
118,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:45:51.063858+07,1
119,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:46:11.304104+07,1
120,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:46:24.685934+07,1
121,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:46:35.498102+07,1
122,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:46:57.395297+07,1
123,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:47:04.150036+07,1
124,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:49:14.371915+07,1
125,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:50:08.951635+07,1
126,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:50:14.338394+07,1
127,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:50:24.078302+07,1
128,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:50:32.008197+07,1
129,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:50:56.599676+07,1
130,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:51:22.034673+07,1
131,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:51:29.189293+07,1
132,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:54:00.248901+07,1
133,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:57:09.626636+07,1
134,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 13:57:25.958217+07,1
135,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:01:21.518306+07,1
136,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:01:22.783548+07,1
137,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:01:23.195311+07,1
138,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:01:39.160252+07,1
139,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:01:40.815117+07,1
140,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:01:41.707364+07,1
141,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:01:42.26258+07,1
142,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:01:57.477096+07,1
143,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:01:58.749778+07,1
144,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:01:59.462702+07,1
145,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:02:00.085159+07,1
146,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:03:06.905732+07,1
147,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:03:08.076478+07,1
148,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:03:09.119366+07,1
149,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:03:40.188239+07,1
150,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:05:52.397757+07,1
151,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:07:06.679146+07,1
152,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:08:39.536471+07,1
153,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:08:41.905115+07,1
570,enter_store,7,2018-02-03 13:52:51.394712+07,1
154,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:08:56.083406+07,1
155,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:09:16.469483+07,1
156,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:10:56.829159+07,1
157,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:12:30.622019+07,1
158,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:13:25.959174+07,1
159,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:15:48.759815+07,1
160,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:16:58.497773+07,1
161,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:17:28.661462+07,1
162,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:21:09.242927+07,1
163,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:21:22.808657+07,1
164,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:21:33.883974+07,1
165,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:21:54.158842+07,1
166,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:22:37.912673+07,1
167,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:23:04.954349+07,1
168,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:23:14.248604+07,1
169,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:23:50.211347+07,1
170,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:24:01.104183+07,1
171,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:24:22.046908+07,1
172,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:24:46.491231+07,1
173,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:25:13.81032+07,1
174,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:25:35.978551+07,1
175,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:26:12.411459+07,1
176,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:26:54.568451+07,1
177,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:27:32.261347+07,1
178,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:28:16.228981+07,1
179,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:28:31.370044+07,1
180,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:28:57.122527+07,1
181,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:29:22.203749+07,1
182,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:29:48.535697+07,1
183,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:30:36.423824+07,1
184,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:30:59.92379+07,1
185,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:32:01.326626+07,1
186,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:32:24.254006+07,1
187,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:32:38.984783+07,1
188,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:33:01.359487+07,1
189,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:33:07.821188+07,1
190,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:33:24.501003+07,1
191,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:33:47.479371+07,1
192,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:34:44.477175+07,1
193,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:34:52.922105+07,1
194,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:35:20.176593+07,1
195,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:35:33.041458+07,1
196,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:35:35.568247+07,1
197,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:36:02.89396+07,1
198,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:36:50.123825+07,1
199,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:37:29.635254+07,1
200,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:37:48.508636+07,1
201,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:38:03.74519+07,1
202,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:38:11.996673+07,1
203,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:39:02.652592+07,1
204,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:40:10.980472+07,1
205,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:40:59.533246+07,1
206,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:41:18.537071+07,1
207,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:41:26.071692+07,1
208,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:41:34.56021+07,1
209,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:44:29.35247+07,1
210,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:49:52.336907+07,1
211,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:50:10.133679+07,1
212,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:50:24.522502+07,1
213,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:51:35.629431+07,1
214,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:52:05.648236+07,1
215,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:52:16.794155+07,1
216,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:52:28.753918+07,1
217,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:52:37.578146+07,1
218,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:53:53.956866+07,1
219,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:54:07.004462+07,1
220,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:54:13.791097+07,1
221,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:54:19.717218+07,1
222,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:55:10.217248+07,1
223,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:55:41.086186+07,1
224,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 14:57:08.713795+07,1
225,enter_store,โรงอาหารโต้รุ่ง,2018-02-02 15:01:52.415285+07,1
